# t[days] ztfg ztfr ztfi 
0.500 -14.096 -15.178 -15.713 
1.000 -12.535 -14.052 -14.784 
1.500 -11.795 -13.381 -14.230 
2.000 -11.055 -12.800 -13.737 
2.500 -10.318 -12.224 -13.242 
3.000 -9.520 -11.645 -12.765 
3.500 -8.773 -11.084 -12.311 
4.000 -8.042 -10.551 -11.837 
4.500 -7.337 -9.985 -11.430 
5.000 -6.720 -9.536 -11.038 
5.500 -5.834 -9.005 -10.624 
6.000 -5.459 -8.624 -10.227 
6.500 -4.979 -8.140 -9.903 
7.000 -4.526 -7.675 -9.563 
7.500 -3.526 -7.317 -9.227 
8.000 -3.109 -6.924 -8.899 
8.500 -2.619 -6.624 -8.655 
9.000 -2.161 -6.174 -8.295 
9.500 -1.945 -5.883 -8.011 
10.000 -1.982 -5.391 -7.748 
10.500 -2.312 -5.183 -7.440 
11.000 -0.844 -4.822 -7.085 
11.500 -0.159 -4.537 -6.855 
12.000 1.115 -4.118 -6.617 
12.500 1.409 -3.825 -6.421 
13.000 1.222 -3.475 -6.104 
13.500 0.355 -3.796 -5.809 
14.000 4.312 -3.007 -5.702 
14.500 nan -2.698 -5.657 
15.000 nan -2.538 -5.118 
