# t[days] ztfg ztfr ztfi 
0.500 -13.473 -14.621 -15.396 
1.000 -11.733 -13.448 -14.474 
1.500 -10.752 -12.751 -13.938 
2.000 -9.874 -12.050 -13.375 
2.500 -8.892 -11.426 -12.851 
3.000 -8.195 -10.822 -12.345 
3.500 -7.443 -10.232 -11.859 
4.000 -6.530 -9.718 -11.402 
4.500 -6.073 -9.211 -10.987 
5.000 -5.361 -8.800 -10.572 
5.500 -4.504 -8.241 -10.185 
6.000 -4.128 -7.719 -9.791 
6.500 -3.659 -7.323 -9.415 
7.000 -3.431 -6.880 -9.140 
7.500 -3.037 -6.502 -8.875 
8.000 -2.183 -6.093 -8.435 
8.500 -1.515 -5.788 -8.174 
9.000 -1.518 -5.376 -7.879 
9.500 -0.563 -5.137 -7.658 
10.000 -0.544 -4.669 -7.286 
10.500 -0.372 -4.428 -6.971 
11.000 0.634 -4.061 -6.716 
11.500 0.778 -3.861 -6.410 
12.000 nan -3.253 -6.151 
12.500 nan -3.212 -5.939 
13.000 5.624 -2.579 -5.770 
13.500 2.340 -2.426 -5.643 
14.000 5.983 -2.429 -5.220 
14.500 8.880 -2.065 -4.645 
15.000 8.089 -1.126 -4.890 
