# t[days] ztfg ztfr ztfi 
0.500 -13.135 -13.520 -13.538 
1.000 -13.358 -13.946 -14.178 
1.500 -13.440 -14.029 -14.329 
2.000 -13.395 -14.035 -14.381 
2.500 -13.302 -13.953 -14.325 
3.000 -13.178 -13.876 -14.265 
3.500 -13.031 -13.775 -14.156 
4.000 -12.875 -13.657 -14.049 
4.500 -12.727 -13.533 -13.940 
5.000 -12.569 -13.412 -13.833 
5.500 -12.443 -13.296 -13.718 
6.000 -12.300 -13.176 -13.607 
6.500 -12.168 -13.059 -13.507 
7.000 -12.028 -12.947 -13.405 
7.500 -11.902 -12.849 -13.301 
8.000 -11.775 -12.744 -13.215 
8.500 -11.669 -12.639 -13.129 
9.000 -11.551 -12.539 -13.032 
9.500 -11.440 -12.452 -12.946 
10.000 -11.329 -12.355 -12.861 
10.500 -11.227 -12.268 -12.784 
11.000 -11.132 -12.186 -12.707 
11.500 -11.029 -12.105 -12.633 
12.000 -10.931 -12.018 -12.559 
12.500 -10.827 -11.949 -12.492 
13.000 -10.734 -11.861 -12.416 
13.500 -10.637 -11.795 -12.345 
14.000 -10.540 -11.709 -12.266 
14.500 -10.414 -11.589 -12.174 
15.000 -10.291 -11.471 -12.047 
