# t[days] ztfg ztfr ztfi 
0.500 -11.537 -12.043 -12.294 
1.000 -12.444 -13.039 -13.559 
1.500 -12.826 -13.462 -13.942 
2.000 -12.973 -13.669 -14.144 
2.500 -13.010 -13.741 -14.213 
3.000 -12.967 -13.750 -14.236 
3.500 -12.897 -13.737 -14.233 
4.000 -12.816 -13.687 -14.190 
4.500 -12.703 -13.621 -14.142 
5.000 -12.604 -13.541 -14.070 
5.500 -12.488 -13.461 -14.010 
6.000 -12.364 -13.383 -13.924 
6.500 -12.238 -13.289 -13.842 
7.000 -12.120 -13.209 -13.768 
7.500 -11.989 -13.100 -13.683 
8.000 -11.866 -13.006 -13.608 
8.500 -11.744 -12.916 -13.516 
9.000 -11.625 -12.823 -13.439 
9.500 -11.521 -12.738 -13.371 
10.000 -11.396 -12.641 -13.291 
10.500 -11.280 -12.559 -13.207 
11.000 -11.171 -12.475 -13.123 
11.500 -11.060 -12.393 -13.063 
12.000 -10.933 -12.292 -12.979 
12.500 -10.842 -12.204 -12.900 
13.000 -10.724 -12.133 -12.841 
13.500 -10.605 -12.037 -12.760 
14.000 -10.473 -11.917 -12.674 
14.500 -10.314 -11.792 -12.550 
15.000 -10.135 -11.616 -12.390 
