# t[days] ztfg ztfr ztfi 
0.500 -14.117 -14.294 -13.868 
1.000 -13.824 -13.953 -13.546 
1.500 -13.457 -13.541 -13.187 
2.000 -13.102 -13.186 -12.867 
2.500 -12.818 -12.906 -12.613 
3.000 -12.577 -12.682 -12.419 
3.500 -12.385 -12.512 -12.263 
4.000 -12.228 -12.379 -12.141 
4.500 -12.087 -12.261 -12.024 
5.000 -11.961 -12.158 -11.950 
5.500 -11.852 -12.073 -11.863 
6.000 -11.743 -11.992 -11.800 
6.500 -11.633 -11.919 -11.728 
7.000 -11.541 -11.845 -11.677 
7.500 -11.451 -11.784 -11.618 
8.000 -11.367 -11.722 -11.570 
8.500 -11.276 -11.670 -11.526 
9.000 -11.194 -11.613 -11.477 
9.500 -11.107 -11.558 -11.432 
10.000 -11.031 -11.503 -11.398 
10.500 -10.943 -11.448 -11.355 
11.000 -10.871 -11.397 -11.320 
11.500 -10.785 -11.345 -11.280 
12.000 -10.709 -11.295 -11.241 
12.500 -10.628 -11.238 -11.204 
13.000 -10.554 -11.194 -11.168 
13.500 -10.477 -11.147 -11.134 
14.000 -10.392 -11.090 -11.094 
14.500 -10.315 -11.039 -11.048 
15.000 -10.213 -10.956 -10.970 
