# t[days] ztfg ztfr ztfi 
0.500 -13.641 -14.179 -14.480 
1.000 -13.420 -14.114 -14.496 
1.500 -13.121 -13.918 -14.320 
2.000 -12.817 -13.661 -14.079 
2.500 -12.501 -13.392 -13.825 
3.000 -12.187 -13.131 -13.598 
3.500 -11.892 -12.881 -13.368 
4.000 -11.627 -12.666 -13.167 
4.500 -11.382 -12.457 -12.983 
5.000 -11.149 -12.259 -12.809 
5.500 -10.938 -12.083 -12.647 
6.000 -10.720 -11.908 -12.503 
6.500 -10.522 -11.745 -12.360 
7.000 -10.346 -11.595 -12.221 
7.500 -10.146 -11.440 -12.094 
8.000 -9.967 -11.301 -11.973 
8.500 -9.796 -11.170 -11.863 
9.000 -9.634 -11.034 -11.744 
9.500 -9.479 -10.905 -11.637 
10.000 -9.320 -10.775 -11.533 
10.500 -9.162 -10.648 -11.423 
11.000 -9.003 -10.526 -11.322 
11.500 -8.874 -10.418 -11.225 
12.000 -8.726 -10.295 -11.123 
12.500 -8.564 -10.179 -11.020 
13.000 -8.438 -10.068 -10.924 
13.500 -8.282 -9.944 -10.830 
14.000 -8.145 -9.834 -10.733 
14.500 -7.985 -9.697 -10.628 
15.000 -7.818 -9.552 -10.487 
