# t[days] ztfg ztfr ztfi 
0.500 -12.808 -13.310 -13.304 
1.000 -13.185 -13.875 -14.296 
1.500 -13.281 -14.059 -14.535 
2.000 -13.203 -14.064 -14.597 
2.500 -13.048 -14.010 -14.577 
3.000 -12.880 -13.907 -14.508 
3.500 -12.681 -13.782 -14.401 
4.000 -12.508 -13.661 -14.310 
4.500 -12.323 -13.519 -14.185 
5.000 -12.133 -13.372 -14.074 
5.500 -11.947 -13.242 -13.967 
6.000 -11.747 -13.094 -13.837 
6.500 -11.567 -12.971 -13.716 
7.000 -11.384 -12.814 -13.605 
7.500 -11.246 -12.687 -13.483 
8.000 -11.066 -12.563 -13.370 
8.500 -10.908 -12.421 -13.249 
9.000 -10.731 -12.301 -13.151 
9.500 -10.586 -12.167 -13.046 
10.000 -10.429 -12.050 -12.949 
10.500 -10.270 -11.926 -12.832 
11.000 -10.139 -11.795 -12.730 
11.500 -9.965 -11.695 -12.643 
12.000 -9.847 -11.585 -12.530 
12.500 -9.691 -11.462 -12.439 
13.000 -9.543 -11.360 -12.345 
13.500 -9.396 -11.225 -12.235 
14.000 -9.283 -11.118 -12.137 
14.500 -9.084 -10.954 -12.000 
15.000 -8.896 -10.786 -11.849 
