# t[days] ztfg ztfr ztfi 
0.500 -14.279 -14.537 -14.146 
1.000 -14.181 -14.521 -14.163 
1.500 -13.980 -14.255 -13.970 
2.000 -13.722 -13.973 -13.731 
2.500 -13.445 -13.718 -13.493 
3.000 -13.229 -13.488 -13.290 
3.500 -13.034 -13.310 -13.120 
4.000 -12.859 -13.142 -12.974 
4.500 -12.701 -13.014 -12.856 
5.000 -12.570 -12.899 -12.752 
5.500 -12.447 -12.791 -12.647 
6.000 -12.327 -12.694 -12.574 
6.500 -12.226 -12.604 -12.488 
7.000 -12.123 -12.531 -12.425 
7.500 -12.022 -12.455 -12.359 
8.000 -11.933 -12.387 -12.296 
8.500 -11.842 -12.319 -12.234 
9.000 -11.754 -12.255 -12.185 
9.500 -11.669 -12.183 -12.130 
10.000 -11.580 -12.137 -12.085 
10.500 -11.501 -12.073 -12.038 
11.000 -11.422 -12.020 -11.999 
11.500 -11.337 -11.966 -11.950 
12.000 -11.261 -11.916 -11.917 
12.500 -11.187 -11.863 -11.872 
13.000 -11.099 -11.805 -11.820 
13.500 -11.026 -11.752 -11.780 
14.000 -10.949 -11.693 -11.742 
14.500 -10.861 -11.635 -11.686 
15.000 -10.760 -11.545 -11.597 
