# t[days] ztfg ztfr ztfi 
0.500 -13.312 -14.186 -14.815 
1.000 -12.790 -13.830 -14.497 
1.500 -12.362 -13.541 -14.222 
2.000 -11.934 -13.210 -13.926 
2.500 -11.499 -12.879 -13.640 
3.000 -11.101 -12.579 -13.358 
3.500 -10.710 -12.274 -13.110 
4.000 -10.406 -11.999 -12.849 
4.500 -10.084 -11.746 -12.619 
5.000 -9.756 -11.491 -12.404 
5.500 -9.455 -11.250 -12.191 
6.000 -9.162 -11.020 -11.986 
6.500 -8.863 -10.804 -11.798 
7.000 -8.598 -10.587 -11.616 
7.500 -8.333 -10.370 -11.432 
8.000 -8.057 -10.178 -11.264 
8.500 -7.795 -9.975 -11.093 
9.000 -7.556 -9.749 -10.934 
9.500 -7.281 -9.563 -10.766 
10.000 -7.033 -9.372 -10.581 
10.500 -6.762 -9.158 -10.435 
11.000 -6.525 -8.978 -10.278 
11.500 -6.275 -8.811 -10.133 
12.000 -6.027 -8.629 -9.988 
12.500 -5.803 -8.443 -9.841 
13.000 -5.586 -8.259 -9.673 
13.500 -5.352 -8.087 -9.539 
14.000 -5.114 -7.935 -9.405 
14.500 -4.873 -7.743 -9.269 
15.000 -4.723 -7.533 -9.056 
