# t[days] ztfg ztfr ztfi 
0.500 -14.623 -15.216 -15.291 
1.000 -13.826 -14.792 -15.106 
1.500 -13.314 -14.385 -14.813 
2.000 -12.833 -13.980 -14.490 
2.500 -12.422 -13.625 -14.177 
3.000 -12.066 -13.291 -13.893 
3.500 -11.726 -12.996 -13.641 
4.000 -11.418 -12.724 -13.385 
4.500 -11.110 -12.465 -13.154 
5.000 -10.811 -12.217 -12.938 
5.500 -10.536 -11.985 -12.735 
6.000 -10.269 -11.766 -12.543 
6.500 -9.996 -11.545 -12.350 
7.000 -9.719 -11.330 -12.155 
7.500 -9.451 -11.117 -11.988 
8.000 -9.183 -10.912 -11.804 
8.500 -8.937 -10.711 -11.623 
9.000 -8.669 -10.509 -11.461 
9.500 -8.434 -10.307 -11.289 
10.000 -8.176 -10.122 -11.131 
10.500 -7.931 -9.931 -10.972 
11.000 -7.659 -9.719 -10.823 
11.500 -7.438 -9.549 -10.669 
12.000 -7.188 -9.361 -10.500 
12.500 -6.942 -9.180 -10.351 
13.000 -6.687 -9.001 -10.213 
13.500 -6.489 -8.830 -10.070 
14.000 -6.304 -8.667 -9.915 
14.500 -5.960 -8.469 -9.774 
15.000 -5.852 -8.260 -9.588 
