# t[days] ztfg ztfr ztfi 
0.500 -14.856 -15.425 -15.260 
1.000 -14.382 -15.502 -15.737 
1.500 -14.058 -15.230 -15.613 
2.000 -13.689 -14.914 -15.385 
2.500 -13.355 -14.605 -15.131 
3.000 -13.047 -14.329 -14.902 
3.500 -12.751 -14.067 -14.659 
4.000 -12.486 -13.817 -14.448 
4.500 -12.220 -13.590 -14.237 
5.000 -11.963 -13.356 -14.038 
5.500 -11.712 -13.154 -13.845 
6.000 -11.458 -12.956 -13.658 
6.500 -11.200 -12.748 -13.484 
7.000 -10.940 -12.551 -13.302 
7.500 -10.700 -12.354 -13.143 
8.000 -10.444 -12.166 -12.970 
8.500 -10.188 -11.952 -12.805 
9.000 -9.942 -11.770 -12.644 
9.500 -9.697 -11.579 -12.487 
10.000 -9.441 -11.392 -12.328 
10.500 -9.209 -11.204 -12.189 
11.000 -8.930 -11.032 -12.025 
11.500 -8.741 -10.848 -11.875 
12.000 -8.521 -10.667 -11.731 
12.500 -8.243 -10.486 -11.588 
13.000 -8.037 -10.314 -11.463 
13.500 -7.826 -10.128 -11.323 
14.000 -7.638 -9.993 -11.177 
14.500 -7.383 -9.802 -11.032 
15.000 -7.187 -9.582 -10.862 
