# t[days] ztfg ztfr ztfi 
0.500 -14.024 -14.394 -14.207 
1.000 -14.071 -14.818 -14.955 
1.500 -13.963 -14.792 -15.063 
2.000 -13.783 -14.664 -15.017 
2.500 -13.548 -14.487 -14.885 
3.000 -13.332 -14.306 -14.743 
3.500 -13.102 -14.112 -14.603 
4.000 -12.889 -13.935 -14.444 
4.500 -12.682 -13.764 -14.295 
5.000 -12.483 -13.603 -14.151 
5.500 -12.302 -13.432 -14.009 
6.000 -12.119 -13.280 -13.868 
6.500 -11.939 -13.135 -13.737 
7.000 -11.786 -12.999 -13.610 
7.500 -11.611 -12.854 -13.488 
8.000 -11.454 -12.716 -13.366 
8.500 -11.302 -12.595 -13.247 
9.000 -11.168 -12.464 -13.136 
9.500 -11.017 -12.349 -13.022 
10.000 -10.874 -12.219 -12.919 
10.500 -10.728 -12.112 -12.818 
11.000 -10.605 -11.996 -12.721 
11.500 -10.452 -11.884 -12.623 
12.000 -10.305 -11.778 -12.523 
12.500 -10.180 -11.669 -12.430 
13.000 -10.043 -11.565 -12.334 
13.500 -9.921 -11.444 -12.251 
14.000 -9.780 -11.345 -12.160 
14.500 -9.627 -11.221 -12.043 
15.000 -9.473 -11.070 -11.905 
