# t[days] ztfg ztfr ztfi 
0.500 -14.863 -15.952 -16.198 
1.000 -13.270 -14.811 -15.426 
1.500 -12.553 -14.064 -14.757 
2.000 -11.889 -13.436 -14.163 
2.500 -11.169 -12.860 -13.655 
3.000 -10.421 -12.271 -13.139 
3.500 -9.637 -11.670 -12.649 
4.000 -8.892 -11.091 -12.160 
4.500 -8.232 -10.551 -11.713 
5.000 -7.430 -10.017 -11.276 
5.500 -6.906 -9.504 -10.887 
6.000 -6.135 -9.036 -10.466 
6.500 -5.599 -8.564 -10.136 
7.000 -5.002 -8.128 -9.745 
7.500 -4.697 -7.683 -9.401 
8.000 -4.162 -7.369 -9.080 
8.500 -3.505 -6.856 -8.734 
9.000 -3.332 -6.398 -8.414 
9.500 -2.605 -6.048 -8.136 
10.000 -2.302 -5.718 -7.805 
10.500 -1.857 -5.503 -7.542 
11.000 0.629 -5.035 -7.250 
11.500 -1.112 -4.705 -7.016 
12.000 -0.546 -4.345 -6.606 
12.500 -0.613 -4.221 -6.447 
13.000 0.970 -3.946 -6.151 
13.500 1.191 -3.411 -5.926 
14.000 nan -3.178 -5.642 
14.500 0.943 -2.836 -5.440 
15.000 nan -2.113 -5.214 
