# t[days] ztfg ztfr ztfi 
0.500 -14.785 -15.096 -15.079 
1.000 -14.167 -15.070 -15.359 
1.500 -13.774 -14.878 -15.326 
2.000 -13.380 -14.615 -15.181 
2.500 -12.979 -14.335 -14.992 
3.000 -12.637 -14.072 -14.797 
3.500 -12.301 -13.800 -14.586 
4.000 -11.983 -13.548 -14.391 
4.500 -11.681 -13.298 -14.189 
5.000 -11.402 -13.060 -13.978 
5.500 -11.117 -12.834 -13.789 
6.000 -10.812 -12.606 -13.599 
6.500 -10.552 -12.389 -13.428 
7.000 -10.282 -12.184 -13.252 
7.500 -10.022 -11.991 -13.091 
8.000 -9.797 -11.789 -12.916 
8.500 -9.554 -11.589 -12.756 
9.000 -9.249 -11.400 -12.610 
9.500 -9.044 -11.203 -12.462 
10.000 -8.826 -11.017 -12.295 
10.500 -8.571 -10.824 -12.146 
11.000 -8.319 -10.651 -11.981 
11.500 -8.069 -10.462 -11.845 
12.000 -7.880 -10.282 -11.711 
12.500 -7.601 -10.099 -11.559 
13.000 -7.361 -9.933 -11.403 
13.500 -7.207 -9.764 -11.284 
14.000 -7.006 -9.600 -11.144 
14.500 -6.715 -9.402 -10.972 
15.000 -6.492 -9.172 -10.739 
