# t[days] ztfg ztfr ztfi 
0.500 -15.266 -16.401 -16.612 
1.000 -13.790 -15.419 -15.999 
1.500 -13.145 -14.745 -15.335 
2.000 -12.532 -14.173 -14.787 
2.500 -11.830 -13.609 -14.292 
3.000 -11.138 -13.016 -13.772 
3.500 -10.403 -12.455 -13.291 
4.000 -9.713 -11.871 -12.808 
4.500 -9.007 -11.330 -12.354 
5.000 -8.281 -10.776 -11.904 
5.500 -7.694 -10.248 -11.482 
6.000 -6.993 -9.807 -11.085 
6.500 -6.374 -9.358 -10.710 
7.000 -5.724 -8.895 -10.336 
7.500 -5.473 -8.441 -9.998 
8.000 -4.612 -7.996 -9.682 
8.500 -4.313 -7.722 -9.300 
9.000 -4.131 -7.357 -9.046 
9.500 -3.308 -6.910 -8.707 
10.000 -2.743 -6.520 -8.342 
10.500 -1.004 -6.250 -8.104 
11.000 -1.562 -5.859 -7.817 
11.500 -2.223 -5.520 -7.522 
12.000 -1.547 -5.185 -7.192 
12.500 2.181 -4.951 -6.918 
13.000 2.028 -4.762 -6.664 
13.500 0.134 -4.217 -6.518 
14.000 1.960 -4.055 -6.254 
14.500 2.713 -3.775 -5.941 
15.000 3.201 -3.092 -5.785 
