# t[days] ztfg ztfr ztfi 
0.500 -14.066 -14.141 -13.552 
1.000 -14.493 -14.989 -14.718 
1.500 -14.532 -15.093 -14.941 
2.000 -14.426 -15.010 -14.945 
2.500 -14.253 -14.867 -14.847 
3.000 -14.058 -14.703 -14.736 
3.500 -13.887 -14.543 -14.597 
4.000 -13.712 -14.385 -14.483 
4.500 -13.557 -14.246 -14.361 
5.000 -13.414 -14.117 -14.253 
5.500 -13.282 -13.993 -14.143 
6.000 -13.147 -13.880 -14.048 
6.500 -13.032 -13.775 -13.960 
7.000 -12.918 -13.672 -13.870 
7.500 -12.811 -13.585 -13.788 
8.000 -12.709 -13.490 -13.712 
8.500 -12.609 -13.410 -13.639 
9.000 -12.519 -13.324 -13.568 
9.500 -12.431 -13.252 -13.489 
10.000 -12.336 -13.167 -13.424 
10.500 -12.244 -13.101 -13.355 
11.000 -12.163 -13.027 -13.296 
11.500 -12.080 -12.959 -13.225 
12.000 -11.995 -12.896 -13.172 
12.500 -11.907 -12.830 -13.117 
13.000 -11.831 -12.770 -13.060 
13.500 -11.754 -12.702 -13.006 
14.000 -11.659 -12.636 -12.941 
14.500 -11.558 -12.555 -12.869 
15.000 -11.427 -12.391 -12.696 
