# t[days] ztfg ztfr ztfi 
0.500 -12.270 -13.027 -13.682 
1.000 -12.771 -13.467 -14.050 
1.500 -12.982 -13.710 -14.205 
2.000 -13.027 -13.763 -14.224 
2.500 -12.962 -13.737 -14.187 
3.000 -12.837 -13.654 -14.100 
3.500 -12.713 -13.540 -13.993 
4.000 -12.540 -13.426 -13.877 
4.500 -12.378 -13.289 -13.754 
5.000 -12.229 -13.161 -13.635 
5.500 -12.039 -13.015 -13.509 
6.000 -11.883 -12.894 -13.389 
6.500 -11.727 -12.772 -13.284 
7.000 -11.567 -12.642 -13.171 
7.500 -11.432 -12.522 -13.061 
8.000 -11.285 -12.404 -12.944 
8.500 -11.119 -12.289 -12.845 
9.000 -10.997 -12.167 -12.755 
9.500 -10.842 -12.058 -12.660 
10.000 -10.711 -11.964 -12.569 
10.500 -10.591 -11.855 -12.481 
11.000 -10.451 -11.761 -12.403 
11.500 -10.325 -11.656 -12.315 
12.000 -10.208 -11.561 -12.239 
12.500 -10.091 -11.481 -12.166 
13.000 -9.965 -11.381 -12.075 
13.500 -9.849 -11.287 -12.003 
14.000 -9.716 -11.199 -11.923 
14.500 -9.573 -11.079 -11.827 
15.000 -9.408 -10.939 -11.705 
