# t[days] ztfg ztfr ztfi 
0.500 -14.007 -14.559 -14.949 
1.000 -13.409 -14.373 -14.894 
1.500 -13.045 -14.194 -14.789 
2.000 -12.623 -13.921 -14.595 
2.500 -12.209 -13.646 -14.390 
3.000 -11.810 -13.361 -14.155 
3.500 -11.471 -13.081 -13.944 
4.000 -11.078 -12.805 -13.707 
4.500 -10.750 -12.551 -13.489 
5.000 -10.426 -12.285 -13.273 
5.500 -10.131 -12.050 -13.064 
6.000 -9.807 -11.826 -12.886 
6.500 -9.536 -11.589 -12.682 
7.000 -9.246 -11.353 -12.479 
7.500 -8.991 -11.137 -12.305 
8.000 -8.682 -10.927 -12.134 
8.500 -8.411 -10.731 -11.949 
9.000 -8.188 -10.513 -11.780 
9.500 -7.862 -10.335 -11.613 
10.000 -7.675 -10.157 -11.450 
10.500 -7.432 -9.931 -11.302 
11.000 -7.149 -9.768 -11.143 
11.500 -6.964 -9.582 -10.991 
12.000 -6.677 -9.411 -10.831 
12.500 -6.511 -9.209 -10.680 
13.000 -6.222 -9.034 -10.537 
13.500 -5.970 -8.836 -10.385 
14.000 -5.800 -8.666 -10.246 
14.500 -5.600 -8.507 -10.082 
15.000 -5.385 -8.260 -9.858 
