# t[days] ztfg ztfr ztfi 
0.500 -14.386 -14.607 -14.489 
1.000 -13.817 -14.296 -14.295 
1.500 -13.307 -13.883 -13.929 
2.000 -12.873 -13.505 -13.593 
2.500 -12.520 -13.200 -13.324 
3.000 -12.210 -12.940 -13.099 
3.500 -11.958 -12.727 -12.927 
4.000 -11.722 -12.543 -12.775 
4.500 -11.516 -12.361 -12.628 
5.000 -11.318 -12.196 -12.477 
5.500 -11.133 -12.036 -12.337 
6.000 -10.952 -11.884 -12.205 
6.500 -10.779 -11.736 -12.067 
7.000 -10.612 -11.595 -11.943 
7.500 -10.449 -11.459 -11.827 
8.000 -10.297 -11.331 -11.718 
8.500 -10.152 -11.213 -11.622 
9.000 -10.004 -11.102 -11.541 
9.500 -9.859 -10.999 -11.474 
10.000 -9.723 -10.895 -11.409 
10.500 -9.598 -10.811 -11.352 
11.000 -9.456 -10.714 -11.300 
11.500 -9.326 -10.618 -11.222 
12.000 -9.191 -10.516 -11.151 
12.500 -9.049 -10.410 -11.060 
13.000 -8.917 -10.307 -10.980 
13.500 -8.787 -10.203 -10.889 
14.000 -8.660 -10.099 -10.804 
14.500 -8.507 -9.988 -10.709 
15.000 -8.344 -9.829 -10.552 
