# t[days] ztfg ztfr ztfi 
0.500 -13.005 -13.117 -12.795 
1.000 -13.590 -14.213 -14.312 
1.500 -13.743 -14.396 -14.629 
2.000 -13.724 -14.395 -14.676 
2.500 -13.635 -14.340 -14.662 
3.000 -13.530 -14.269 -14.611 
3.500 -13.396 -14.157 -14.533 
4.000 -13.260 -14.057 -14.455 
4.500 -13.118 -13.942 -14.352 
5.000 -12.987 -13.835 -14.267 
5.500 -12.842 -13.732 -14.164 
6.000 -12.718 -13.618 -14.070 
6.500 -12.582 -13.510 -13.975 
7.000 -12.442 -13.398 -13.878 
7.500 -12.323 -13.294 -13.780 
8.000 -12.209 -13.196 -13.689 
8.500 -12.080 -13.092 -13.599 
9.000 -11.970 -12.994 -13.509 
9.500 -11.860 -12.905 -13.426 
10.000 -11.749 -12.818 -13.340 
10.500 -11.640 -12.726 -13.265 
11.000 -11.543 -12.639 -13.185 
11.500 -11.440 -12.543 -13.113 
12.000 -11.335 -12.470 -13.029 
12.500 -11.240 -12.385 -12.958 
13.000 -11.137 -12.302 -12.887 
13.500 -11.041 -12.207 -12.807 
14.000 -10.929 -12.121 -12.731 
14.500 -10.798 -12.010 -12.632 
15.000 -10.668 -11.870 -12.502 
