# t[days] ztfg ztfr ztfi 
0.500 -14.692 -14.970 -14.592 
1.000 -14.664 -15.359 -15.224 
1.500 -14.496 -15.236 -15.248 
2.000 -14.234 -15.039 -15.122 
2.500 -13.975 -14.799 -14.942 
3.000 -13.738 -14.590 -14.765 
3.500 -13.518 -14.385 -14.601 
4.000 -13.321 -14.203 -14.438 
4.500 -13.144 -14.045 -14.298 
5.000 -12.986 -13.894 -14.181 
5.500 -12.831 -13.757 -14.052 
6.000 -12.670 -13.625 -13.937 
6.500 -12.529 -13.505 -13.827 
7.000 -12.390 -13.387 -13.721 
7.500 -12.253 -13.273 -13.624 
8.000 -12.116 -13.167 -13.516 
8.500 -11.984 -13.058 -13.424 
9.000 -11.861 -12.954 -13.328 
9.500 -11.730 -12.858 -13.246 
10.000 -11.603 -12.762 -13.161 
10.500 -11.480 -12.664 -13.079 
11.000 -11.349 -12.564 -12.997 
11.500 -11.221 -12.464 -12.909 
12.000 -11.103 -12.370 -12.832 
12.500 -10.967 -12.279 -12.752 
13.000 -10.853 -12.188 -12.673 
13.500 -10.719 -12.093 -12.595 
14.000 -10.583 -11.994 -12.517 
14.500 -10.455 -11.884 -12.426 
15.000 -10.302 -11.741 -12.276 
