# t[days] ztfg ztfr ztfi 
0.500 -13.234 -13.698 -13.581 
1.000 -13.363 -13.746 -13.778 
1.500 -13.395 -13.723 -13.828 
2.000 -13.290 -13.657 -13.797 
2.500 -13.138 -13.555 -13.713 
3.000 -12.994 -13.429 -13.601 
3.500 -12.837 -13.287 -13.483 
4.000 -12.671 -13.171 -13.373 
4.500 -12.534 -13.050 -13.251 
5.000 -12.407 -12.943 -13.155 
5.500 -12.279 -12.846 -13.057 
6.000 -12.173 -12.753 -12.957 
6.500 -12.053 -12.649 -12.872 
7.000 -11.952 -12.582 -12.790 
7.500 -11.855 -12.494 -12.713 
8.000 -11.755 -12.413 -12.643 
8.500 -11.668 -12.348 -12.580 
9.000 -11.578 -12.273 -12.513 
9.500 -11.495 -12.203 -12.451 
10.000 -11.402 -12.141 -12.383 
10.500 -11.325 -12.080 -12.327 
11.000 -11.248 -12.019 -12.279 
11.500 -11.170 -11.959 -12.223 
12.000 -11.075 -11.910 -12.176 
12.500 -11.010 -11.851 -12.113 
13.000 -10.921 -11.793 -12.063 
13.500 -10.846 -11.720 -12.015 
14.000 -10.758 -11.661 -11.941 
14.500 -10.677 -11.573 -11.859 
15.000 -10.564 -11.482 -11.753 
