# t[days] ztfg ztfr ztfi 
0.500 -15.018 -15.673 -15.551 
1.000 -14.294 -15.223 -15.283 
1.500 -13.842 -14.779 -14.925 
2.000 -13.456 -14.412 -14.599 
2.500 -13.132 -14.102 -14.312 
3.000 -12.836 -13.840 -14.077 
3.500 -12.568 -13.609 -13.866 
4.000 -12.304 -13.397 -13.678 
4.500 -12.059 -13.197 -13.500 
5.000 -11.804 -12.991 -13.317 
5.500 -11.538 -12.795 -13.157 
6.000 -11.298 -12.603 -12.999 
6.500 -11.033 -12.417 -12.838 
7.000 -10.780 -12.221 -12.676 
7.500 -10.521 -12.025 -12.517 
8.000 -10.251 -11.839 -12.375 
8.500 -10.011 -11.648 -12.220 
9.000 -9.752 -11.444 -12.061 
9.500 -9.485 -11.265 -11.907 
10.000 -9.257 -11.074 -11.755 
10.500 -9.002 -10.886 -11.610 
11.000 -8.764 -10.701 -11.450 
11.500 -8.511 -10.518 -11.301 
12.000 -8.272 -10.328 -11.164 
12.500 -8.069 -10.154 -11.017 
13.000 -7.802 -9.978 -10.879 
13.500 -7.578 -9.793 -10.731 
14.000 -7.340 -9.619 -10.587 
14.500 -7.165 -9.462 -10.453 
15.000 -6.849 -9.279 -10.287 
