# t[days] ztfg ztfr ztfi 
0.500 -14.601 -14.952 -14.638 
1.000 -14.190 -14.675 -14.456 
1.500 -13.810 -14.316 -14.175 
2.000 -13.469 -13.998 -13.918 
2.500 -13.172 -13.716 -13.688 
3.000 -12.936 -13.493 -13.489 
3.500 -12.725 -13.316 -13.328 
4.000 -12.545 -13.155 -13.191 
4.500 -12.373 -13.012 -13.063 
5.000 -12.212 -12.874 -12.936 
5.500 -12.058 -12.752 -12.825 
6.000 -11.917 -12.637 -12.727 
6.500 -11.774 -12.525 -12.629 
7.000 -11.636 -12.425 -12.533 
7.500 -11.500 -12.318 -12.451 
8.000 -11.369 -12.230 -12.360 
8.500 -11.238 -12.129 -12.290 
9.000 -11.103 -12.036 -12.219 
9.500 -10.968 -11.939 -12.133 
10.000 -10.838 -11.847 -12.058 
10.500 -10.710 -11.753 -11.985 
11.000 -10.582 -11.669 -11.913 
11.500 -10.457 -11.576 -11.837 
12.000 -10.330 -11.487 -11.772 
12.500 -10.197 -11.389 -11.701 
13.000 -10.073 -11.299 -11.623 
13.500 -9.951 -11.208 -11.550 
14.000 -9.805 -11.123 -11.494 
14.500 -9.684 -11.024 -11.405 
15.000 -9.552 -10.902 -11.303 
