# t[days] ztfg ztfr ztfi 
0.500 -13.771 -14.262 -14.507 
1.000 -13.630 -14.329 -14.685 
1.500 -13.433 -14.236 -14.671 
2.000 -13.197 -14.067 -14.535 
2.500 -12.952 -13.877 -14.368 
3.000 -12.672 -13.672 -14.190 
3.500 -12.408 -13.466 -14.018 
4.000 -12.172 -13.266 -13.835 
4.500 -11.925 -13.074 -13.659 
5.000 -11.703 -12.887 -13.500 
5.500 -11.484 -12.711 -13.351 
6.000 -11.282 -12.545 -13.194 
6.500 -11.083 -12.377 -13.052 
7.000 -10.893 -12.218 -12.903 
7.500 -10.701 -12.069 -12.780 
8.000 -10.537 -11.917 -12.660 
8.500 -10.393 -11.786 -12.531 
9.000 -10.197 -11.649 -12.410 
9.500 -10.037 -11.515 -12.305 
10.000 -9.891 -11.395 -12.196 
10.500 -9.745 -11.268 -12.086 
11.000 -9.604 -11.141 -11.989 
11.500 -9.444 -11.028 -11.890 
12.000 -9.299 -10.912 -11.783 
12.500 -9.158 -10.794 -11.686 
13.000 -9.013 -10.681 -11.592 
13.500 -8.868 -10.571 -11.504 
14.000 -8.727 -10.460 -11.400 
14.500 -8.569 -10.335 -11.290 
15.000 -8.410 -10.180 -11.158 
