# t[days] ztfg ztfr ztfi 
0.500 -14.579 -15.680 -16.031 
1.000 -13.026 -14.529 -15.108 
1.500 -12.334 -13.848 -14.428 
2.000 -11.689 -13.238 -13.864 
2.500 -10.969 -12.658 -13.358 
3.000 -10.191 -12.061 -12.851 
3.500 -9.445 -11.467 -12.379 
4.000 -8.698 -10.912 -11.885 
4.500 -7.929 -10.341 -11.431 
5.000 -7.228 -9.849 -10.992 
5.500 -6.587 -9.335 -10.597 
6.000 -5.923 -8.845 -10.198 
6.500 -5.378 -8.349 -9.795 
7.000 -4.588 -7.891 -9.448 
7.500 -4.332 -7.540 -9.104 
8.000 -3.698 -7.209 -8.776 
8.500 -3.086 -6.766 -8.443 
9.000 -2.572 -6.432 -8.158 
9.500 -2.651 -6.022 -7.826 
10.000 -1.431 -5.550 -7.528 
10.500 -1.131 -5.254 -7.187 
11.000 -0.954 -4.955 -7.019 
11.500 -0.749 -4.767 -6.729 
12.000 0.464 -4.070 -6.466 
12.500 0.388 -4.006 -6.126 
13.000 0.312 -3.289 -5.922 
13.500 2.911 -3.130 -5.509 
14.000 3.538 -3.149 -5.365 
14.500 0.962 -3.095 -5.255 
15.000 1.882 -2.324 -4.894 
