# t[days] ztfg ztfr ztfi 
0.500 -13.563 -14.671 -15.382 
1.000 -11.746 -13.352 -14.360 
1.500 -10.708 -12.576 -13.705 
2.000 -9.769 -11.868 -13.100 
2.500 -8.905 -11.171 -12.526 
3.000 -8.171 -10.564 -11.996 
3.500 -7.413 -9.926 -11.501 
4.000 -6.664 -9.396 -11.012 
4.500 -6.149 -8.853 -10.572 
5.000 -5.366 -8.384 -10.161 
5.500 -4.695 -7.851 -9.739 
6.000 -4.190 -7.411 -9.397 
6.500 -3.759 -7.031 -8.954 
7.000 -2.799 -6.581 -8.645 
7.500 -2.692 -6.145 -8.326 
8.000 -2.258 -5.857 -7.990 
8.500 -1.539 -5.455 -7.687 
9.000 -1.189 -5.141 -7.362 
9.500 -0.334 -4.642 -7.076 
10.000 1.648 -4.342 -6.782 
10.500 -0.737 -3.852 -6.511 
11.000 -0.082 -3.620 -6.204 
11.500 0.173 -3.132 -5.974 
12.000 2.443 -3.064 -5.570 
12.500 2.335 -2.544 -5.434 
13.000 2.141 -2.308 -5.166 
13.500 nan -1.678 -4.978 
14.000 6.273 -1.911 -4.661 
14.500 6.908 -1.301 -4.661 
15.000 7.087 -0.845 -4.215 
