# t[days] ztfg ztfr ztfi 
0.500 -12.068 -12.687 -13.138 
1.000 -12.566 -13.228 -13.752 
1.500 -12.897 -13.577 -14.095 
2.000 -12.994 -13.732 -14.233 
2.500 -13.005 -13.787 -14.281 
3.000 -12.951 -13.786 -14.276 
3.500 -12.876 -13.744 -14.248 
4.000 -12.774 -13.674 -14.186 
4.500 -12.661 -13.597 -14.110 
5.000 -12.526 -13.502 -14.037 
5.500 -12.403 -13.416 -13.944 
6.000 -12.277 -13.317 -13.851 
6.500 -12.132 -13.204 -13.755 
7.000 -11.974 -13.092 -13.667 
7.500 -11.831 -12.994 -13.580 
8.000 -11.703 -12.880 -13.480 
8.500 -11.571 -12.784 -13.392 
9.000 -11.443 -12.676 -13.311 
9.500 -11.316 -12.578 -13.225 
10.000 -11.186 -12.478 -13.144 
10.500 -11.064 -12.391 -13.051 
11.000 -10.943 -12.284 -12.969 
11.500 -10.811 -12.190 -12.884 
12.000 -10.692 -12.100 -12.822 
12.500 -10.571 -12.020 -12.740 
13.000 -10.452 -11.915 -12.659 
13.500 -10.319 -11.820 -12.579 
14.000 -10.199 -11.705 -12.493 
14.500 -10.034 -11.585 -12.384 
15.000 -9.848 -11.427 -12.244 
