# t[days] ztfg ztfr ztfi 
0.500 -13.190 -13.959 -14.429 
1.000 -12.364 -13.256 -13.747 
1.500 -11.832 -12.773 -13.257 
2.000 -11.396 -12.372 -12.868 
2.500 -11.021 -12.042 -12.540 
3.000 -10.698 -11.760 -12.264 
3.500 -10.393 -11.504 -12.022 
4.000 -10.088 -11.264 -11.799 
4.500 -9.801 -11.033 -11.593 
5.000 -9.514 -10.812 -11.392 
5.500 -9.229 -10.602 -11.207 
6.000 -8.946 -10.381 -11.019 
6.500 -8.668 -10.191 -10.840 
7.000 -8.397 -9.979 -10.670 
7.500 -8.116 -9.757 -10.497 
8.000 -7.838 -9.570 -10.333 
8.500 -7.578 -9.367 -10.163 
9.000 -7.333 -9.167 -9.995 
9.500 -7.034 -8.978 -9.848 
10.000 -6.826 -8.774 -9.681 
10.500 -6.533 -8.581 -9.534 
11.000 -6.280 -8.386 -9.370 
11.500 -6.036 -8.205 -9.217 
12.000 -5.809 -8.025 -9.057 
12.500 -5.564 -7.834 -8.925 
13.000 -5.276 -7.635 -8.769 
13.500 -5.094 -7.474 -8.625 
14.000 -4.817 -7.310 -8.484 
14.500 -4.614 -7.141 -8.321 
15.000 -4.310 -6.906 -8.178 
