# t[days] ztfg ztfr ztfi 
0.500 -12.880 -14.086 -14.844 
1.000 -10.975 -12.629 -13.591 
1.500 -9.902 -11.776 -12.825 
2.000 -8.917 -11.013 -12.149 
2.500 -8.014 -10.310 -11.536 
3.000 -7.184 -9.654 -10.979 
3.500 -6.387 -9.003 -10.463 
4.000 -5.641 -8.446 -9.970 
4.500 -4.844 -7.882 -9.498 
5.000 -4.298 -7.351 -9.071 
5.500 -3.469 -6.824 -8.663 
6.000 -2.983 -6.381 -8.248 
6.500 -2.495 -5.930 -7.880 
7.000 -1.715 -5.487 -7.540 
7.500 -1.088 -5.090 -7.184 
8.000 -0.527 -4.704 -6.896 
8.500 -0.315 -4.250 -6.577 
9.000 -0.313 -4.005 -6.240 
9.500 0.628 -3.551 -5.928 
10.000 0.532 -3.180 -5.641 
10.500 0.997 -2.911 -5.304 
11.000 1.737 -2.564 -5.054 
11.500 2.419 -1.964 -4.618 
12.000 nan -1.632 -4.482 
12.500 5.718 -1.826 -4.199 
13.000 nan -1.178 -4.072 
13.500 nan -0.947 -3.658 
14.000 2.515 -0.630 -3.471 
14.500 2.314 -0.100 -3.215 
15.000 9.620 0.497 -2.799 
