# t[days] ztfg ztfr ztfi 
0.500 -14.495 -14.449 -14.296 
1.000 -14.394 -14.714 -14.705 
1.500 -14.223 -14.676 -14.754 
2.000 -13.998 -14.536 -14.669 
2.500 -13.760 -14.379 -14.533 
3.000 -13.545 -14.195 -14.389 
3.500 -13.308 -14.021 -14.228 
4.000 -13.103 -13.848 -14.081 
4.500 -12.886 -13.680 -13.934 
5.000 -12.711 -13.528 -13.797 
5.500 -12.526 -13.377 -13.674 
6.000 -12.362 -13.251 -13.554 
6.500 -12.198 -13.109 -13.452 
7.000 -12.043 -12.980 -13.334 
7.500 -11.893 -12.860 -13.229 
8.000 -11.758 -12.744 -13.124 
8.500 -11.625 -12.632 -13.030 
9.000 -11.492 -12.524 -12.941 
9.500 -11.372 -12.427 -12.862 
10.000 -11.252 -12.325 -12.783 
10.500 -11.141 -12.240 -12.715 
11.000 -11.026 -12.151 -12.640 
11.500 -10.923 -12.062 -12.575 
12.000 -10.815 -11.981 -12.505 
12.500 -10.712 -11.903 -12.445 
13.000 -10.617 -11.825 -12.383 
13.500 -10.517 -11.748 -12.325 
14.000 -10.416 -11.672 -12.263 
14.500 -10.298 -11.583 -12.188 
15.000 -10.093 -11.374 -11.996 
