# t[days] ztfg ztfr ztfi 
0.500 -13.479 -14.608 -15.356 
1.000 -11.681 -13.309 -14.329 
1.500 -10.649 -12.544 -13.681 
2.000 -9.694 -11.825 -13.079 
2.500 -8.841 -11.163 -12.507 
3.000 -8.075 -10.508 -11.974 
3.500 -7.336 -9.891 -11.477 
4.000 -6.548 -9.373 -10.988 
4.500 -6.076 -8.819 -10.555 
5.000 -5.258 -8.338 -10.134 
5.500 -4.636 -7.820 -9.735 
6.000 -4.082 -7.387 -9.363 
6.500 -3.688 -6.970 -8.954 
7.000 -2.488 -6.507 -8.625 
7.500 -2.388 -6.152 -8.318 
8.000 -2.140 -5.755 -7.979 
8.500 -1.088 -5.438 -7.663 
9.000 -1.001 -5.093 -7.320 
9.500 -0.231 -4.704 -7.064 
10.000 1.225 -4.237 -6.778 
10.500 -0.610 -3.832 -6.469 
11.000 -0.110 -3.682 -6.138 
11.500 0.293 -3.023 -6.014 
12.000 2.444 -2.999 -5.531 
12.500 nan -2.567 -5.392 
13.000 2.205 -2.225 -5.184 
13.500 2.717 -1.617 -4.968 
14.000 6.263 -2.077 -4.608 
14.500 nan -1.217 -4.629 
15.000 nan -0.418 -4.215 
