# t[days] ztfg ztfr ztfi 
0.500 -15.132 -16.167 -16.372 
1.000 -13.519 -15.106 -15.815 
1.500 -12.815 -14.377 -15.233 
2.000 -12.155 -13.764 -14.692 
2.500 -11.481 -13.193 -14.196 
3.000 -10.773 -12.628 -13.698 
3.500 -9.991 -12.053 -13.228 
4.000 -9.362 -11.515 -12.774 
4.500 -8.598 -10.968 -12.369 
5.000 -8.022 -10.457 -11.956 
5.500 -7.376 -10.043 -11.583 
6.000 -6.887 -9.503 -11.149 
6.500 -6.305 -9.079 -10.770 
7.000 -5.616 -8.684 -10.453 
7.500 -5.129 -8.246 -10.092 
8.000 -4.671 -7.834 -9.754 
8.500 -3.949 -7.454 -9.469 
9.000 -3.576 -7.075 -9.164 
9.500 -3.281 -6.608 -8.760 
10.000 -2.938 -6.210 -8.610 
10.500 -2.331 -6.131 -8.272 
11.000 -2.171 -5.685 -7.983 
11.500 -1.306 -5.455 -7.686 
12.000 -0.740 -5.038 -7.472 
12.500 -1.041 -4.780 -7.213 
13.000 -0.647 -4.153 -6.924 
13.500 -0.247 -4.012 -6.675 
14.000 1.609 -3.837 -6.320 
14.500 0.121 -3.562 -6.138 
15.000 0.246 -3.214 -5.896 
