# t[days] ztfg ztfr ztfi 
0.500 -12.179 -12.735 -13.027 
1.000 -12.749 -13.472 -14.000 
1.500 -12.975 -13.766 -14.311 
2.000 -12.938 -13.842 -14.406 
2.500 -12.843 -13.809 -14.394 
3.000 -12.669 -13.739 -14.335 
3.500 -12.500 -13.621 -14.257 
4.000 -12.313 -13.511 -14.166 
4.500 -12.143 -13.368 -14.049 
5.000 -11.945 -13.235 -13.939 
5.500 -11.779 -13.098 -13.827 
6.000 -11.584 -12.964 -13.715 
6.500 -11.377 -12.836 -13.593 
7.000 -11.226 -12.696 -13.485 
7.500 -11.057 -12.565 -13.358 
8.000 -10.885 -12.435 -13.259 
8.500 -10.717 -12.321 -13.151 
9.000 -10.557 -12.192 -13.037 
9.500 -10.382 -12.070 -12.954 
10.000 -10.235 -11.946 -12.842 
10.500 -10.086 -11.829 -12.737 
11.000 -9.959 -11.712 -12.648 
11.500 -9.779 -11.606 -12.544 
12.000 -9.660 -11.482 -12.442 
12.500 -9.492 -11.365 -12.351 
13.000 -9.376 -11.269 -12.264 
13.500 -9.188 -11.147 -12.158 
14.000 -9.056 -11.010 -12.053 
14.500 -8.910 -10.870 -11.928 
15.000 -8.665 -10.664 -11.738 
