# t[days] ztfg ztfr ztfi 
0.500 -14.858 -15.442 -15.276 
1.000 -14.027 -14.829 -14.834 
1.500 -13.520 -14.344 -14.438 
2.000 -13.131 -13.978 -14.097 
2.500 -12.806 -13.680 -13.830 
3.000 -12.513 -13.423 -13.607 
3.500 -12.236 -13.201 -13.398 
4.000 -11.975 -12.993 -13.211 
4.500 -11.712 -12.790 -13.038 
5.000 -11.449 -12.588 -12.866 
5.500 -11.183 -12.397 -12.716 
6.000 -10.924 -12.201 -12.546 
6.500 -10.660 -12.015 -12.393 
7.000 -10.393 -11.822 -12.240 
7.500 -10.145 -11.620 -12.089 
8.000 -9.877 -11.434 -11.942 
8.500 -9.618 -11.248 -11.782 
9.000 -9.368 -11.046 -11.627 
9.500 -9.096 -10.856 -11.478 
10.000 -8.848 -10.671 -11.320 
10.500 -8.608 -10.471 -11.175 
11.000 -8.380 -10.276 -11.019 
11.500 -8.091 -10.091 -10.869 
12.000 -7.863 -9.925 -10.713 
12.500 -7.606 -9.735 -10.566 
13.000 -7.376 -9.550 -10.416 
13.500 -7.148 -9.372 -10.288 
14.000 -6.936 -9.202 -10.137 
14.500 -6.702 -9.034 -9.986 
15.000 -6.477 -8.844 -9.842 
