# t[days] ztfg ztfr ztfi 
0.500 -13.997 -13.916 -13.284 
1.000 -14.626 -15.106 -14.900 
1.500 -14.700 -15.301 -15.266 
2.000 -14.614 -15.286 -15.339 
2.500 -14.466 -15.193 -15.323 
3.000 -14.305 -15.076 -15.251 
3.500 -14.132 -14.946 -15.170 
4.000 -13.969 -14.811 -15.073 
4.500 -13.808 -14.678 -14.970 
5.000 -13.653 -14.543 -14.861 
5.500 -13.504 -14.409 -14.745 
6.000 -13.353 -14.288 -14.649 
6.500 -13.217 -14.169 -14.551 
7.000 -13.082 -14.057 -14.456 
7.500 -12.963 -13.943 -14.358 
8.000 -12.834 -13.840 -14.260 
8.500 -12.718 -13.739 -14.170 
9.000 -12.604 -13.640 -14.089 
9.500 -12.489 -13.538 -14.009 
10.000 -12.386 -13.448 -13.931 
10.500 -12.281 -13.368 -13.861 
11.000 -12.185 -13.283 -13.787 
11.500 -12.088 -13.201 -13.718 
12.000 -11.996 -13.119 -13.653 
12.500 -11.904 -13.042 -13.578 
13.000 -11.816 -12.964 -13.527 
13.500 -11.713 -12.888 -13.449 
14.000 -11.619 -12.805 -13.381 
14.500 -11.499 -12.711 -13.305 
15.000 -11.326 -12.511 -13.113 
