# t[days] ztfg ztfr ztfi 
0.500 -14.042 -14.056 -13.763 
1.000 -14.282 -14.737 -14.641 
1.500 -14.286 -14.850 -14.889 
2.000 -14.181 -14.825 -14.952 
2.500 -14.042 -14.732 -14.925 
3.000 -13.889 -14.625 -14.857 
3.500 -13.709 -14.507 -14.774 
4.000 -13.542 -14.374 -14.669 
4.500 -13.375 -14.242 -14.564 
5.000 -13.218 -14.119 -14.458 
5.500 -13.065 -13.994 -14.360 
6.000 -12.914 -13.874 -14.258 
6.500 -12.766 -13.751 -14.155 
7.000 -12.631 -13.641 -14.055 
7.500 -12.486 -13.519 -13.955 
8.000 -12.353 -13.414 -13.868 
8.500 -12.238 -13.305 -13.775 
9.000 -12.115 -13.208 -13.688 
9.500 -11.998 -13.109 -13.599 
10.000 -11.875 -13.006 -13.515 
10.500 -11.762 -12.915 -13.433 
11.000 -11.655 -12.822 -13.352 
11.500 -11.559 -12.730 -13.273 
12.000 -11.442 -12.641 -13.197 
12.500 -11.347 -12.561 -13.129 
13.000 -11.240 -12.476 -13.060 
13.500 -11.146 -12.395 -12.987 
14.000 -11.044 -12.312 -12.921 
14.500 -10.912 -12.206 -12.836 
15.000 -10.736 -12.025 -12.668 
