# t[days] ztfg ztfr ztfi 
0.500 -14.076 -14.839 -15.124 
1.000 -13.420 -14.384 -14.879 
1.500 -13.029 -14.036 -14.596 
2.000 -12.613 -13.720 -14.327 
2.500 -12.223 -13.399 -14.045 
3.000 -11.888 -13.100 -13.773 
3.500 -11.552 -12.839 -13.533 
4.000 -11.261 -12.575 -13.299 
4.500 -10.990 -12.343 -13.071 
5.000 -10.685 -12.122 -12.869 
5.500 -10.412 -11.898 -12.667 
6.000 -10.154 -11.676 -12.483 
6.500 -9.878 -11.472 -12.295 
7.000 -9.642 -11.268 -12.119 
7.500 -9.367 -11.074 -11.937 
8.000 -9.102 -10.880 -11.777 
8.500 -8.841 -10.674 -11.619 
9.000 -8.615 -10.466 -11.447 
9.500 -8.323 -10.297 -11.296 
10.000 -8.098 -10.103 -11.123 
10.500 -7.844 -9.926 -10.988 
11.000 -7.630 -9.749 -10.815 
11.500 -7.346 -9.559 -10.680 
12.000 -7.139 -9.404 -10.519 
12.500 -6.870 -9.230 -10.393 
13.000 -6.713 -9.027 -10.245 
13.500 -6.423 -8.862 -10.086 
14.000 -6.240 -8.684 -9.967 
14.500 -6.039 -8.500 -9.804 
15.000 -5.794 -8.286 -9.601 
