# t[days] ztfg ztfr ztfi 
0.500 -13.748 -14.456 -14.971 
1.000 -13.086 -14.096 -14.710 
1.500 -12.620 -13.798 -14.485 
2.000 -12.154 -13.449 -14.190 
2.500 -11.714 -13.118 -13.886 
3.000 -11.290 -12.790 -13.604 
3.500 -10.900 -12.474 -13.342 
4.000 -10.514 -12.182 -13.083 
4.500 -10.151 -11.886 -12.833 
5.000 -9.819 -11.617 -12.598 
5.500 -9.504 -11.345 -12.372 
6.000 -9.179 -11.103 -12.163 
6.500 -8.889 -10.857 -11.962 
7.000 -8.572 -10.623 -11.767 
7.500 -8.293 -10.395 -11.578 
8.000 -8.019 -10.188 -11.398 
8.500 -7.765 -9.954 -11.213 
9.000 -7.489 -9.783 -11.052 
9.500 -7.235 -9.536 -10.877 
10.000 -6.991 -9.348 -10.706 
10.500 -6.726 -9.157 -10.536 
11.000 -6.498 -8.967 -10.374 
11.500 -6.228 -8.763 -10.217 
12.000 -6.009 -8.589 -10.093 
12.500 -5.790 -8.427 -9.919 
13.000 -5.556 -8.224 -9.775 
13.500 -5.361 -8.030 -9.632 
14.000 -5.079 -7.930 -9.481 
14.500 -4.691 -7.707 -9.331 
15.000 -4.600 -7.513 -9.147 
