# t[days] ztfg ztfr ztfi 
0.500 -14.058 -14.550 -14.408 
1.000 -13.984 -14.675 -14.799 
1.500 -13.834 -14.533 -14.714 
2.000 -13.597 -14.320 -14.560 
2.500 -13.340 -14.086 -14.359 
3.000 -13.099 -13.878 -14.188 
3.500 -12.890 -13.685 -13.993 
4.000 -12.690 -13.519 -13.830 
4.500 -12.509 -13.358 -13.683 
5.000 -12.336 -13.207 -13.542 
5.500 -12.175 -13.063 -13.409 
6.000 -12.019 -12.928 -13.279 
6.500 -11.867 -12.810 -13.171 
7.000 -11.729 -12.685 -13.054 
7.500 -11.594 -12.573 -12.953 
8.000 -11.464 -12.471 -12.855 
8.500 -11.328 -12.370 -12.757 
9.000 -11.189 -12.265 -12.666 
9.500 -11.070 -12.165 -12.574 
10.000 -10.932 -12.058 -12.492 
10.500 -10.798 -11.974 -12.403 
11.000 -10.682 -11.869 -12.326 
11.500 -10.558 -11.784 -12.248 
12.000 -10.432 -11.687 -12.166 
12.500 -10.289 -11.600 -12.087 
13.000 -10.169 -11.489 -12.004 
13.500 -10.049 -11.399 -11.920 
14.000 -9.918 -11.296 -11.838 
14.500 -9.763 -11.191 -11.744 
15.000 -9.635 -11.080 -11.630 
