# t[days] ztfg ztfr ztfi 
0.500 -13.466 -14.620 -15.399 
1.000 -11.742 -13.451 -14.480 
1.500 -10.752 -12.756 -13.936 
2.000 -9.890 -12.055 -13.374 
2.500 -8.913 -11.435 -12.862 
3.000 -8.234 -10.837 -12.340 
3.500 -7.435 -10.227 -11.863 
4.000 -6.580 -9.718 -11.400 
4.500 -6.025 -9.226 -10.986 
5.000 -5.435 -8.789 -10.586 
5.500 -4.561 -8.244 -10.182 
6.000 -4.194 -7.707 -9.803 
6.500 -3.528 -7.331 -9.411 
7.000 -3.374 -6.887 -9.149 
7.500 -2.991 -6.523 -8.876 
8.000 -2.292 -6.109 -8.437 
8.500 -1.599 -5.764 -8.178 
9.000 -1.607 -5.452 -7.855 
9.500 -0.461 -5.168 -7.646 
10.000 -0.779 -4.706 -7.312 
10.500 -0.064 -4.350 -6.969 
11.000 0.654 -4.041 -6.713 
11.500 0.866 -3.947 -6.457 
12.000 5.572 -3.160 -6.124 
12.500 nan -3.280 -5.974 
13.000 8.066 -2.410 -5.806 
13.500 2.312 -2.543 -5.555 
14.000 nan -2.504 -5.205 
14.500 6.780 -2.202 -4.708 
15.000 8.386 -1.169 -4.803 
