# t[days] ztfg ztfr ztfi 
0.500 -14.580 -14.852 -14.729 
1.000 -14.139 -14.706 -14.740 
1.500 -13.732 -14.397 -14.492 
2.000 -13.354 -14.071 -14.219 
2.500 -13.016 -13.777 -13.969 
3.000 -12.718 -13.523 -13.755 
3.500 -12.461 -13.302 -13.553 
4.000 -12.235 -13.099 -13.383 
4.500 -12.025 -12.914 -13.230 
5.000 -11.834 -12.750 -13.093 
5.500 -11.654 -12.599 -12.961 
6.000 -11.479 -12.454 -12.847 
6.500 -11.306 -12.316 -12.719 
7.000 -11.152 -12.181 -12.599 
7.500 -10.999 -12.049 -12.478 
8.000 -10.846 -11.926 -12.368 
8.500 -10.697 -11.796 -12.255 
9.000 -10.551 -11.688 -12.144 
9.500 -10.416 -11.570 -12.045 
10.000 -10.270 -11.456 -11.948 
10.500 -10.142 -11.349 -11.859 
11.000 -10.002 -11.248 -11.771 
11.500 -9.866 -11.148 -11.691 
12.000 -9.729 -11.041 -11.616 
12.500 -9.603 -10.942 -11.532 
13.000 -9.462 -10.857 -11.462 
13.500 -9.341 -10.754 -11.388 
14.000 -9.215 -10.656 -11.313 
14.500 -9.077 -10.573 -11.236 
15.000 -8.903 -10.411 -11.096 
