# t[days] ztfg ztfr ztfi 
0.500 -13.771 -13.826 -13.342 
1.000 -13.311 -13.291 -12.873 
1.500 -12.843 -12.808 -12.444 
2.000 -12.461 -12.444 -12.112 
2.500 -12.183 -12.180 -11.875 
3.000 -11.964 -11.983 -11.696 
3.500 -11.793 -11.838 -11.559 
4.000 -11.645 -11.712 -11.447 
4.500 -11.511 -11.619 -11.355 
5.000 -11.398 -11.522 -11.268 
5.500 -11.283 -11.437 -11.204 
6.000 -11.182 -11.367 -11.142 
6.500 -11.082 -11.301 -11.087 
7.000 -10.998 -11.240 -11.036 
7.500 -10.903 -11.183 -10.988 
8.000 -10.814 -11.125 -10.935 
8.500 -10.725 -11.068 -10.903 
9.000 -10.637 -11.009 -10.847 
9.500 -10.552 -10.959 -10.814 
10.000 -10.469 -10.903 -10.775 
10.500 -10.384 -10.850 -10.732 
11.000 -10.306 -10.801 -10.700 
11.500 -10.223 -10.749 -10.667 
12.000 -10.151 -10.707 -10.627 
12.500 -10.069 -10.649 -10.591 
13.000 -9.991 -10.610 -10.561 
13.500 -9.912 -10.553 -10.527 
14.000 -9.835 -10.509 -10.493 
14.500 -9.759 -10.448 -10.446 
15.000 -9.648 -10.368 -10.366 
