# t[days] ztfg ztfr ztfi 
0.500 -13.526 -14.632 -15.359 
1.000 -11.949 -13.578 -14.578 
1.500 -11.034 -13.011 -14.175 
2.000 -10.138 -12.433 -13.753 
2.500 -9.272 -11.827 -13.283 
3.000 -8.498 -11.258 -12.814 
3.500 -7.778 -10.720 -12.381 
4.000 -7.112 -10.223 -11.956 
4.500 -6.661 -9.731 -11.574 
5.000 -5.775 -9.194 -11.195 
5.500 -5.116 -8.785 -10.809 
6.000 -4.365 -8.385 -10.457 
6.500 -4.130 -8.055 -10.142 
7.000 -3.433 -7.490 -9.760 
7.500 -3.408 -7.118 -9.429 
8.000 -2.623 -6.944 -9.109 
8.500 -1.630 -6.349 -8.848 
9.000 -1.752 -6.128 -8.587 
9.500 -0.212 -5.708 -8.292 
10.000 3.386 -5.456 -8.003 
10.500 -0.217 -5.094 -7.687 
11.000 2.633 -4.829 -7.604 
11.500 1.349 -4.367 -7.155 
12.000 4.259 -4.159 -6.970 
12.500 0.573 -3.828 -6.646 
13.000 0.948 -3.711 -6.440 
13.500 4.555 -3.724 -6.244 
14.000 nan -2.516 -6.139 
14.500 0.484 -3.074 -5.570 
15.000 nan -2.259 -5.309 
