# t[days] ztfg ztfr ztfi 
0.500 -14.192 -15.104 -15.569 
1.000 -12.557 -14.123 -14.975 
1.500 -11.681 -13.559 -14.591 
2.000 -10.915 -12.934 -14.167 
2.500 -10.185 -12.401 -13.715 
3.000 -9.435 -11.830 -13.286 
3.500 -8.690 -11.310 -12.858 
4.000 -8.048 -10.779 -12.431 
4.500 -7.429 -10.315 -12.043 
5.000 -6.707 -9.846 -11.644 
5.500 -6.145 -9.412 -11.262 
6.000 -5.602 -8.947 -10.921 
6.500 -5.059 -8.512 -10.558 
7.000 -4.433 -8.082 -10.219 
7.500 -4.069 -7.568 -9.916 
8.000 -3.570 -7.296 -9.601 
8.500 -3.216 -6.973 -9.327 
9.000 -2.849 -6.620 -9.023 
9.500 -1.810 -6.275 -8.792 
10.000 -0.991 -5.921 -8.430 
10.500 -1.373 -5.656 -8.243 
11.000 1.332 -5.257 -7.916 
11.500 2.311 -4.888 -7.662 
12.000 -0.338 -4.675 -7.270 
12.500 nan -3.984 -7.218 
13.000 -0.365 -4.236 -7.013 
13.500 1.539 -3.874 -6.618 
14.000 5.350 -3.370 -6.242 
14.500 nan -3.292 -6.091 
15.000 4.837 -3.340 -5.747 
