# t[days] ztfg ztfr ztfi 
0.500 -12.623 -13.145 -13.419 
1.000 -12.875 -13.599 -14.101 
1.500 -13.053 -13.825 -14.371 
2.000 -12.985 -13.868 -14.446 
2.500 -12.853 -13.839 -14.423 
3.000 -12.688 -13.728 -14.349 
3.500 -12.515 -13.614 -14.250 
4.000 -12.306 -13.480 -14.141 
4.500 -12.133 -13.348 -14.045 
5.000 -11.951 -13.214 -13.903 
5.500 -11.746 -13.075 -13.798 
6.000 -11.549 -12.936 -13.671 
6.500 -11.378 -12.800 -13.555 
7.000 -11.198 -12.661 -13.442 
7.500 -11.044 -12.534 -13.336 
8.000 -10.873 -12.403 -13.207 
8.500 -10.719 -12.276 -13.097 
9.000 -10.549 -12.138 -12.983 
9.500 -10.381 -12.025 -12.880 
10.000 -10.266 -11.898 -12.776 
10.500 -10.087 -11.778 -12.676 
11.000 -9.926 -11.661 -12.570 
11.500 -9.757 -11.540 -12.468 
12.000 -9.628 -11.433 -12.373 
12.500 -9.521 -11.307 -12.290 
13.000 -9.350 -11.213 -12.172 
13.500 -9.202 -11.078 -12.096 
14.000 -9.053 -10.959 -11.972 
14.500 -8.889 -10.817 -11.843 
15.000 -8.686 -10.653 -11.692 
