# t[days] ztfg ztfr ztfi 
0.500 -13.776 -14.232 -14.148 
1.000 -13.821 -14.570 -14.798 
1.500 -13.732 -14.526 -14.876 
2.000 -13.560 -14.404 -14.806 
2.500 -13.333 -14.236 -14.677 
3.000 -13.130 -14.057 -14.525 
3.500 -12.898 -13.878 -14.388 
4.000 -12.683 -13.698 -14.234 
4.500 -12.481 -13.538 -14.087 
5.000 -12.286 -13.376 -13.938 
5.500 -12.117 -13.214 -13.803 
6.000 -11.923 -13.064 -13.667 
6.500 -11.747 -12.930 -13.534 
7.000 -11.606 -12.789 -13.409 
7.500 -11.429 -12.652 -13.289 
8.000 -11.273 -12.514 -13.173 
8.500 -11.123 -12.404 -13.051 
9.000 -10.994 -12.278 -12.944 
9.500 -10.842 -12.154 -12.835 
10.000 -10.706 -12.035 -12.734 
10.500 -10.553 -11.927 -12.634 
11.000 -10.437 -11.825 -12.539 
11.500 -10.285 -11.706 -12.438 
12.000 -10.135 -11.606 -12.349 
12.500 -10.008 -11.493 -12.246 
13.000 -9.880 -11.399 -12.163 
13.500 -9.759 -11.278 -12.072 
14.000 -9.611 -11.174 -11.983 
14.500 -9.465 -11.051 -11.865 
15.000 -9.313 -10.902 -11.726 
