# t[days] ztfg ztfr ztfi 
0.500 -13.652 -14.435 -14.880 
1.000 -13.016 -13.932 -14.497 
1.500 -12.596 -13.625 -14.239 
2.000 -12.194 -13.310 -13.942 
2.500 -11.812 -13.015 -13.675 
3.000 -11.481 -12.735 -13.420 
3.500 -11.167 -12.491 -13.182 
4.000 -10.882 -12.239 -12.948 
4.500 -10.593 -12.027 -12.740 
5.000 -10.311 -11.808 -12.550 
5.500 -10.069 -11.596 -12.355 
6.000 -9.763 -11.385 -12.177 
6.500 -9.524 -11.187 -11.997 
7.000 -9.268 -10.988 -11.822 
7.500 -9.011 -10.808 -11.664 
8.000 -8.750 -10.603 -11.501 
8.500 -8.502 -10.417 -11.328 
9.000 -8.244 -10.224 -11.171 
9.500 -8.040 -10.033 -11.006 
10.000 -7.757 -9.829 -10.856 
10.500 -7.526 -9.649 -10.706 
11.000 -7.307 -9.467 -10.550 
11.500 -7.040 -9.281 -10.399 
12.000 -6.788 -9.113 -10.262 
12.500 -6.578 -8.939 -10.105 
13.000 -6.381 -8.764 -9.982 
13.500 -6.116 -8.588 -9.827 
14.000 -5.910 -8.416 -9.687 
14.500 -5.677 -8.235 -9.543 
15.000 -5.454 -8.030 -9.347 
