# t[days] ztfg ztfr ztfi 
0.500 -15.437 -16.500 -16.682 
1.000 -13.861 -15.459 -16.084 
1.500 -13.182 -14.745 -15.423 
2.000 -12.586 -14.153 -14.861 
2.500 -11.896 -13.603 -14.336 
3.000 -11.138 -13.010 -13.846 
3.500 -10.438 -12.444 -13.351 
4.000 -9.744 -11.883 -12.884 
4.500 -9.025 -11.321 -12.438 
5.000 -8.331 -10.810 -12.000 
5.500 -7.767 -10.315 -11.601 
6.000 -7.113 -9.847 -11.211 
6.500 -6.446 -9.412 -10.848 
7.000 -6.139 -8.966 -10.506 
7.500 -5.350 -8.531 -10.156 
8.000 -4.858 -8.067 -9.834 
8.500 -4.639 -7.703 -9.484 
9.000 -3.631 -7.264 -9.189 
9.500 -3.865 -6.941 -8.871 
10.000 -3.279 -6.636 -8.534 
10.500 -2.182 -6.285 -8.308 
11.000 -1.895 -5.896 -8.028 
11.500 -1.879 -5.723 -7.632 
12.000 -1.227 -5.247 -7.416 
12.500 -0.499 -5.068 -7.086 
13.000 -1.122 -4.707 -6.950 
13.500 -0.929 -4.257 -6.637 
14.000 0.056 -3.982 -6.389 
14.500 0.545 -3.334 -6.224 
15.000 4.143 -3.036 -5.865 
