# t[days] ztfg ztfr ztfi 
0.500 -13.538 -14.615 -15.341 
1.000 -11.929 -13.566 -14.568 
1.500 -11.003 -13.012 -14.167 
2.000 -10.105 -12.404 -13.744 
2.500 -9.186 -11.829 -13.278 
3.000 -8.480 -11.259 -12.808 
3.500 -7.736 -10.700 -12.369 
4.000 -7.034 -10.197 -11.954 
4.500 -6.590 -9.741 -11.573 
5.000 -5.776 -9.174 -11.188 
5.500 -5.186 -8.773 -10.795 
6.000 -4.430 -8.440 -10.492 
6.500 -4.230 -7.951 -10.119 
7.000 -3.401 -7.504 -9.760 
7.500 -3.224 -7.177 -9.441 
8.000 -2.622 -6.840 -9.111 
8.500 -1.468 -6.353 -8.857 
9.000 -1.978 -6.181 -8.573 
9.500 -0.202 -5.726 -8.282 
10.000 -0.065 -5.374 -7.988 
10.500 0.016 -5.156 -7.663 
11.000 4.552 -4.876 -7.622 
11.500 1.171 -4.388 -7.156 
12.000 4.568 -4.186 -7.004 
12.500 0.524 -4.021 -6.611 
13.000 3.844 -3.582 -6.434 
13.500 4.714 -3.682 -6.242 
14.000 9.064 -2.658 -6.166 
14.500 0.479 -2.555 -5.464 
15.000 4.824 -2.653 -5.323 
