# t[days] ztfg ztfr ztfi 
0.500 -14.824 -15.083 -14.895 
1.000 -14.448 -15.051 -15.077 
1.500 -14.099 -14.802 -14.927 
2.000 -13.741 -14.517 -14.699 
2.500 -13.420 -14.246 -14.467 
3.000 -13.126 -13.995 -14.269 
3.500 -12.873 -13.772 -14.074 
4.000 -12.628 -13.553 -13.886 
4.500 -12.403 -13.364 -13.724 
5.000 -12.207 -13.196 -13.586 
5.500 -12.024 -13.033 -13.447 
6.000 -11.853 -12.886 -13.324 
6.500 -11.681 -12.743 -13.206 
7.000 -11.522 -12.607 -13.092 
7.500 -11.362 -12.474 -12.981 
8.000 -11.214 -12.357 -12.862 
8.500 -11.068 -12.232 -12.750 
9.000 -10.923 -12.106 -12.638 
9.500 -10.783 -11.988 -12.534 
10.000 -10.638 -11.876 -12.428 
10.500 -10.508 -11.762 -12.334 
11.000 -10.364 -11.649 -12.238 
11.500 -10.227 -11.548 -12.147 
12.000 -10.096 -11.443 -12.060 
12.500 -9.972 -11.341 -11.978 
13.000 -9.832 -11.243 -11.894 
13.500 -9.718 -11.143 -11.818 
14.000 -9.580 -11.052 -11.739 
14.500 -9.435 -10.950 -11.660 
15.000 -9.262 -10.780 -11.498 
