# t[days] ztfg ztfr ztfi 
0.500 -12.846 -13.639 -14.148 
1.000 -12.781 -13.566 -14.019 
1.500 -12.498 -13.311 -13.727 
2.000 -12.151 -12.994 -13.403 
2.500 -11.790 -12.684 -13.104 
3.000 -11.470 -12.412 -12.842 
3.500 -11.186 -12.160 -12.620 
4.000 -10.897 -11.928 -12.408 
4.500 -10.636 -11.720 -12.217 
5.000 -10.402 -11.520 -12.051 
5.500 -10.167 -11.346 -11.897 
6.000 -9.930 -11.163 -11.748 
6.500 -9.718 -10.999 -11.609 
7.000 -9.522 -10.837 -11.480 
7.500 -9.307 -10.689 -11.345 
8.000 -9.114 -10.537 -11.221 
8.500 -8.919 -10.401 -11.108 
9.000 -8.730 -10.256 -10.984 
9.500 -8.553 -10.107 -10.873 
10.000 -8.377 -9.964 -10.755 
10.500 -8.182 -9.839 -10.646 
11.000 -8.021 -9.704 -10.542 
11.500 -7.864 -9.575 -10.450 
12.000 -7.688 -9.463 -10.348 
12.500 -7.539 -9.345 -10.266 
13.000 -7.387 -9.234 -10.167 
13.500 -7.207 -9.120 -10.070 
14.000 -7.077 -8.999 -9.983 
14.500 -6.916 -8.873 -9.879 
15.000 -6.711 -8.708 -9.729 
