# t[days] ztfg ztfr ztfi 
0.500 -14.793 -15.677 -15.876 
1.000 -12.846 -14.201 -14.876 
1.500 -12.005 -13.367 -14.152 
2.000 -11.257 -12.658 -13.514 
2.500 -10.507 -12.035 -12.957 
3.000 -9.740 -11.427 -12.433 
3.500 -8.936 -10.810 -11.914 
4.000 -8.178 -10.231 -11.434 
4.500 -7.494 -9.693 -10.964 
5.000 -6.804 -9.148 -10.549 
5.500 -6.110 -8.649 -10.128 
6.000 -5.540 -8.152 -9.752 
6.500 -4.958 -7.705 -9.346 
7.000 -4.237 -7.269 -8.980 
7.500 -3.741 -6.885 -8.624 
8.000 -3.148 -6.483 -8.322 
8.500 -2.978 -6.073 -7.942 
9.000 -2.138 -5.741 -7.669 
9.500 -1.803 -5.366 -7.309 
10.000 -1.482 -4.931 -6.940 
10.500 -1.015 -4.615 -6.685 
11.000 -0.907 -4.244 -6.476 
11.500 0.841 -3.925 -6.075 
12.000 -0.233 -3.574 -5.898 
12.500 3.689 -3.281 -5.633 
13.000 -0.085 -3.042 -5.355 
13.500 nan -2.813 -5.156 
14.000 nan -1.941 -4.759 
14.500 nan -2.006 -4.631 
15.000 nan -1.889 -4.245 
