# t[days] ztfg ztfr ztfi 
0.500 -13.498 -14.145 -14.562 
1.000 -13.140 -14.099 -14.712 
1.500 -12.917 -14.056 -14.743 
2.000 -12.598 -13.875 -14.640 
2.500 -12.242 -13.673 -14.484 
3.000 -11.895 -13.405 -14.289 
3.500 -11.520 -13.154 -14.102 
4.000 -11.187 -12.907 -13.905 
4.500 -10.877 -12.662 -13.698 
5.000 -10.568 -12.422 -13.501 
5.500 -10.238 -12.205 -13.312 
6.000 -9.912 -11.969 -13.115 
6.500 -9.607 -11.748 -12.926 
7.000 -9.407 -11.543 -12.747 
7.500 -9.077 -11.303 -12.564 
8.000 -8.805 -11.100 -12.393 
8.500 -8.580 -10.885 -12.234 
9.000 -8.316 -10.692 -12.063 
9.500 -7.995 -10.515 -11.899 
10.000 -7.763 -10.326 -11.742 
10.500 -7.559 -10.086 -11.573 
11.000 -7.291 -9.931 -11.435 
11.500 -7.107 -9.768 -11.286 
12.000 -6.868 -9.568 -11.139 
12.500 -6.578 -9.402 -11.001 
13.000 -6.446 -9.250 -10.865 
13.500 -6.178 -9.079 -10.687 
14.000 -6.030 -8.887 -10.561 
14.500 -5.625 -8.663 -10.373 
15.000 -5.294 -8.451 -10.170 
