# t[days] ztfg ztfr ztfi 
0.500 -13.815 -14.856 -15.402 
1.000 -11.959 -13.413 -14.286 
1.500 -11.060 -12.570 -13.527 
2.000 -10.228 -11.859 -12.894 
2.500 -9.427 -11.215 -12.300 
3.000 -8.616 -10.586 -11.760 
3.500 -7.835 -9.968 -11.244 
4.000 -7.163 -9.420 -10.770 
4.500 -6.376 -8.878 -10.337 
5.000 -5.694 -8.321 -9.890 
5.500 -5.001 -7.865 -9.456 
6.000 -4.419 -7.387 -9.099 
6.500 -3.708 -6.840 -8.713 
7.000 -3.398 -6.526 -8.401 
7.500 -2.779 -6.074 -8.010 
8.000 -2.212 -5.634 -7.710 
8.500 -1.958 -5.266 -7.371 
9.000 -1.145 -4.900 -7.034 
9.500 -0.713 -4.597 -6.718 
10.000 0.069 -4.190 -6.486 
10.500 -0.040 -3.789 -6.174 
11.000 0.399 -3.569 -5.866 
11.500 -0.423 -3.078 -5.676 
12.000 0.697 -2.780 -5.285 
12.500 2.574 -2.404 -5.067 
13.000 2.255 -2.165 -4.789 
13.500 4.246 -1.973 -4.515 
14.000 1.696 -0.696 -4.361 
14.500 nan -1.390 -4.136 
15.000 3.066 -1.417 -3.790 
