# t[days] ztfg ztfr ztfi 
0.500 -15.579 -16.048 -15.778 
1.000 -14.866 -15.861 -16.020 
1.500 -14.392 -15.494 -15.844 
2.000 -13.949 -15.127 -15.586 
2.500 -13.565 -14.770 -15.320 
3.000 -13.208 -14.453 -15.062 
3.500 -12.891 -14.163 -14.810 
4.000 -12.598 -13.893 -14.571 
4.500 -12.325 -13.631 -14.353 
5.000 -12.047 -13.399 -14.144 
5.500 -11.786 -13.172 -13.940 
6.000 -11.527 -12.951 -13.754 
6.500 -11.277 -12.730 -13.558 
7.000 -11.008 -12.528 -13.392 
7.500 -10.761 -12.324 -13.217 
8.000 -10.496 -12.128 -13.046 
8.500 -10.259 -11.944 -12.881 
9.000 -9.991 -11.742 -12.717 
9.500 -9.776 -11.547 -12.559 
10.000 -9.525 -11.358 -12.396 
10.500 -9.273 -11.177 -12.237 
11.000 -9.036 -11.012 -12.100 
11.500 -8.787 -10.827 -11.958 
12.000 -8.575 -10.650 -11.818 
12.500 -8.351 -10.465 -11.676 
13.000 -8.079 -10.293 -11.549 
13.500 -7.933 -10.146 -11.402 
14.000 -7.649 -9.976 -11.277 
14.500 -7.449 -9.807 -11.145 
15.000 -7.204 -9.616 -10.956 
