# t[days] ztfg ztfr ztfi 
0.500 -14.223 -15.137 -15.325 
1.000 -12.525 -13.750 -14.228 
1.500 -11.711 -12.950 -13.491 
2.000 -10.945 -12.306 -12.890 
2.500 -10.164 -11.691 -12.351 
3.000 -9.317 -11.070 -11.846 
3.500 -8.546 -10.452 -11.351 
4.000 -7.747 -9.867 -10.882 
4.500 -7.003 -9.287 -10.408 
5.000 -6.305 -8.740 -9.968 
5.500 -5.644 -8.182 -9.504 
6.000 -5.030 -7.716 -9.089 
6.500 -4.341 -7.234 -8.711 
7.000 -3.814 -6.777 -8.348 
7.500 -2.935 -6.357 -7.990 
8.000 -2.735 -5.888 -7.633 
8.500 -1.950 -5.531 -7.336 
9.000 -1.553 -5.164 -7.002 
9.500 -1.332 -4.809 -6.593 
10.000 -0.918 -4.343 -6.323 
10.500 -0.340 -3.947 -6.058 
11.000 0.675 -3.551 -5.757 
11.500 0.542 -3.256 -5.534 
12.000 1.667 -2.905 -5.242 
12.500 5.326 -2.619 -4.906 
13.000 1.820 -2.409 -4.715 
13.500 2.260 -1.945 -4.385 
14.000 2.671 -1.521 -4.035 
14.500 nan -1.648 -3.921 
15.000 3.385 -0.894 -3.554 
