# t[days] ztfg ztfr ztfi 
0.500 -15.118 -15.314 -14.798 
1.000 -15.066 -15.774 -15.689 
1.500 -14.874 -15.681 -15.758 
2.000 -14.598 -15.467 -15.617 
2.500 -14.317 -15.218 -15.432 
3.000 -14.054 -14.985 -15.253 
3.500 -13.809 -14.757 -15.072 
4.000 -13.592 -14.555 -14.893 
4.500 -13.391 -14.375 -14.747 
5.000 -13.212 -14.203 -14.607 
5.500 -13.043 -14.049 -14.467 
6.000 -12.875 -13.903 -14.341 
6.500 -12.710 -13.765 -14.218 
7.000 -12.563 -13.632 -14.097 
7.500 -12.417 -13.500 -13.982 
8.000 -12.282 -13.382 -13.867 
8.500 -12.135 -13.264 -13.756 
9.000 -12.003 -13.153 -13.654 
9.500 -11.874 -13.045 -13.558 
10.000 -11.746 -12.936 -13.470 
10.500 -11.613 -12.830 -13.376 
11.000 -11.484 -12.729 -13.286 
11.500 -11.348 -12.627 -13.195 
12.000 -11.227 -12.527 -13.108 
12.500 -11.104 -12.429 -13.030 
13.000 -10.982 -12.333 -12.945 
13.500 -10.846 -12.238 -12.860 
14.000 -10.717 -12.137 -12.787 
14.500 -10.601 -12.029 -12.697 
15.000 -10.423 -11.864 -12.520 
