# t[days] ztfg ztfr ztfi 
0.500 -14.324 -14.627 -14.435 
1.000 -14.271 -14.982 -15.055 
1.500 -14.125 -14.943 -15.148 
2.000 -13.905 -14.794 -15.089 
2.500 -13.665 -14.610 -14.974 
3.000 -13.436 -14.443 -14.844 
3.500 -13.192 -14.250 -14.701 
4.000 -12.992 -14.064 -14.546 
4.500 -12.763 -13.892 -14.403 
5.000 -12.568 -13.722 -14.252 
5.500 -12.370 -13.558 -14.104 
6.000 -12.203 -13.403 -13.986 
6.500 -12.017 -13.253 -13.855 
7.000 -11.854 -13.109 -13.731 
7.500 -11.691 -12.965 -13.599 
8.000 -11.530 -12.829 -13.484 
8.500 -11.381 -12.705 -13.374 
9.000 -11.220 -12.566 -13.251 
9.500 -11.077 -12.447 -13.145 
10.000 -10.936 -12.331 -13.041 
10.500 -10.796 -12.210 -12.947 
11.000 -10.651 -12.105 -12.852 
11.500 -10.518 -11.991 -12.750 
12.000 -10.372 -11.881 -12.651 
12.500 -10.252 -11.773 -12.556 
13.000 -10.114 -11.660 -12.459 
13.500 -9.977 -11.553 -12.374 
14.000 -9.843 -11.448 -12.273 
14.500 -9.693 -11.335 -12.170 
15.000 -9.505 -11.164 -12.016 
