# t[days] ztfg ztfr ztfi 
0.500 -13.787 -14.214 -14.327 
1.000 -13.325 -13.924 -14.116 
1.500 -12.875 -13.537 -13.751 
2.000 -12.458 -13.163 -13.394 
2.500 -12.110 -12.831 -13.093 
3.000 -11.798 -12.551 -12.836 
3.500 -11.514 -12.319 -12.629 
4.000 -11.278 -12.101 -12.433 
4.500 -11.057 -11.907 -12.249 
5.000 -10.838 -11.725 -12.091 
5.500 -10.641 -11.562 -11.956 
6.000 -10.451 -11.403 -11.822 
6.500 -10.282 -11.259 -11.687 
7.000 -10.110 -11.128 -11.568 
7.500 -9.951 -10.997 -11.458 
8.000 -9.779 -10.861 -11.338 
8.500 -9.622 -10.732 -11.227 
9.000 -9.469 -10.605 -11.112 
9.500 -9.316 -10.490 -11.006 
10.000 -9.170 -10.366 -10.904 
10.500 -9.033 -10.256 -10.805 
11.000 -8.878 -10.142 -10.703 
11.500 -8.732 -10.038 -10.617 
12.000 -8.597 -9.933 -10.531 
12.500 -8.452 -9.818 -10.443 
13.000 -8.316 -9.716 -10.351 
13.500 -8.178 -9.606 -10.256 
14.000 -8.049 -9.500 -10.177 
14.500 -7.893 -9.393 -10.077 
15.000 -7.750 -9.254 -9.945 
