# t[days] ztfg ztfr ztfi 
0.500 -14.810 -15.004 -14.559 
1.000 -14.852 -15.552 -15.444 
1.500 -14.690 -15.485 -15.528 
2.000 -14.446 -15.291 -15.426 
2.500 -14.175 -15.059 -15.255 
3.000 -13.931 -14.837 -15.075 
3.500 -13.710 -14.632 -14.911 
4.000 -13.505 -14.448 -14.747 
4.500 -13.321 -14.278 -14.608 
5.000 -13.137 -14.116 -14.473 
5.500 -12.977 -13.971 -14.347 
6.000 -12.820 -13.837 -14.220 
6.500 -12.672 -13.709 -14.106 
7.000 -12.533 -13.571 -13.992 
7.500 -12.387 -13.456 -13.874 
8.000 -12.255 -13.347 -13.780 
8.500 -12.118 -13.230 -13.675 
9.000 -11.989 -13.125 -13.579 
9.500 -11.850 -13.019 -13.482 
10.000 -11.729 -12.914 -13.390 
10.500 -11.603 -12.811 -13.304 
11.000 -11.473 -12.719 -13.216 
11.500 -11.352 -12.621 -13.131 
12.000 -11.229 -12.517 -13.046 
12.500 -11.093 -12.426 -12.962 
13.000 -10.961 -12.329 -12.887 
13.500 -10.847 -12.235 -12.799 
14.000 -10.711 -12.137 -12.721 
14.500 -10.584 -12.027 -12.637 
15.000 -10.424 -11.870 -12.462 
