# t[days] ztfg ztfr ztfi 
0.500 -13.806 -14.861 -15.466 
1.000 -12.227 -13.686 -14.504 
1.500 -11.382 -13.084 -14.039 
2.000 -10.571 -12.504 -13.572 
2.500 -9.789 -11.945 -13.102 
3.000 -9.082 -11.397 -12.636 
3.500 -8.367 -10.860 -12.184 
4.000 -7.617 -10.322 -11.756 
4.500 -6.989 -9.794 -11.323 
5.000 -6.375 -9.369 -10.952 
5.500 -5.635 -8.848 -10.533 
6.000 -5.037 -8.466 -10.152 
6.500 -4.596 -7.971 -9.820 
7.000 -4.163 -7.519 -9.481 
7.500 -3.539 -7.167 -9.151 
8.000 -3.125 -6.860 -8.827 
8.500 -2.650 -6.439 -8.600 
9.000 -1.939 -6.033 -8.197 
9.500 -1.911 -5.722 -7.933 
10.000 -1.776 -5.076 -7.637 
10.500 -1.766 -5.067 -7.352 
11.000 -0.393 -4.484 -7.055 
11.500 -0.453 -4.436 -6.836 
12.000 0.182 -4.137 -6.536 
12.500 nan -3.532 -6.348 
13.000 2.121 -3.159 -6.053 
13.500 0.629 -3.397 -5.755 
14.000 nan -3.176 -5.842 
14.500 nan -2.704 -5.426 
15.000 5.848 -2.626 -5.043 
