# t[days] ztfg ztfr ztfi 
0.500 -13.745 -14.880 -15.528 
1.000 -12.107 -13.696 -14.628 
1.500 -11.255 -13.011 -14.074 
2.000 -10.436 -12.373 -13.581 
2.500 -9.649 -11.797 -13.068 
3.000 -8.807 -11.207 -12.576 
3.500 -8.161 -10.660 -12.113 
4.000 -7.308 -10.093 -11.666 
4.500 -6.826 -9.584 -11.245 
5.000 -6.135 -9.136 -10.830 
5.500 -5.493 -8.627 -10.475 
6.000 -4.855 -8.205 -10.076 
6.500 -4.558 -7.832 -9.720 
7.000 -4.098 -7.377 -9.370 
7.500 -3.564 -6.842 -9.044 
8.000 -2.528 -6.499 -8.776 
8.500 -2.358 -6.231 -8.472 
9.000 -1.174 -5.846 -8.074 
9.500 -1.479 -5.373 -7.929 
10.000 -0.147 -5.155 -7.664 
10.500 -0.878 -4.734 -7.292 
11.000 -0.055 -4.444 -7.038 
11.500 -0.597 -4.372 -6.850 
12.000 4.496 -4.193 -6.521 
12.500 nan -3.434 -6.280 
13.000 nan -3.315 -5.876 
13.500 2.174 -2.810 -5.834 
14.000 1.693 -2.395 -5.341 
14.500 4.687 -2.269 -5.384 
15.000 nan -1.870 -4.855 
