# t[days] ztfg ztfr ztfi 
0.500 -12.381 -13.133 -13.580 
1.000 -12.656 -13.298 -13.657 
1.500 -12.585 -13.181 -13.483 
2.000 -12.361 -12.950 -13.237 
2.500 -12.102 -12.704 -12.965 
3.000 -11.842 -12.462 -12.739 
3.500 -11.603 -12.246 -12.509 
4.000 -11.386 -12.049 -12.336 
4.500 -11.179 -11.883 -12.170 
5.000 -10.995 -11.717 -12.022 
5.500 -10.828 -11.584 -11.890 
6.000 -10.668 -11.439 -11.765 
6.500 -10.512 -11.321 -11.662 
7.000 -10.374 -11.207 -11.560 
7.500 -10.233 -11.095 -11.467 
8.000 -10.102 -10.993 -11.378 
8.500 -9.973 -10.898 -11.298 
9.000 -9.843 -10.802 -11.223 
9.500 -9.723 -10.709 -11.136 
10.000 -9.597 -10.616 -11.059 
10.500 -9.480 -10.522 -10.981 
11.000 -9.368 -10.434 -10.906 
11.500 -9.252 -10.345 -10.827 
12.000 -9.145 -10.254 -10.756 
12.500 -9.035 -10.171 -10.693 
13.000 -8.927 -10.098 -10.633 
13.500 -8.821 -10.015 -10.562 
14.000 -8.718 -9.940 -10.500 
14.500 -8.612 -9.852 -10.426 
15.000 -8.475 -9.721 -10.297 
